Customer ID,Gender,Age,Order Count,Avg Order Value (Rp),Favorite Food,Favorite Drink,Visit Frequency (per month),Stay Duration (minutes),Payment Method,Customer Rating,Work Type,Referral Count,Time of Visit,Preferred Ordering Method,Holiday Visits,Repeat Order Due to Stay Duration
Customer583,Female,28.0,44.0,52526.0,Rice Bowl,Kopi Susu Lokal,11.0,64,Credit Card,4.4,Freelancer,9,Night,Dine-in,y,True
Customer584,Male,55.0,28.0,21702.0,Salad & Soup,Barista Drinks,10.0,28,Debit Card,3.5,Employee,8,Night,Takeaway,y,False
Customer585,Female,57.0,15.0,64260.0,Snacks,Kopi Susu Lokal,20.0,27,Credit Card,3.3,Retired,0,Evening,Delivery,y,False
Customer586,Male,54.0,15.0,25027.0,Burgers & Sandwiches,Kopi Susu Lokal,18.0,104,E-Wallet,1.4,Entrepreneur,0,Morning,Takeaway,y,False
Customer587,Female,35.0,24.0,64910.0,Pizza,Manual Brew,3.0,94,E-Wallet,3.4,Student,15,Night,Delivery,y,False
Customer588,Female,60.0,47.0,79861.0,Asian Delight,Kopi Susu Lokal,13.0,50,Credit Card,2.6,Entrepreneur,4,Night,Delivery,y,False
Customer589,Female,24.0,41.0,21852.0,Salad & Soup,Mocktail,21.0,75,E-Wallet,2.8,Employee,19,Morning,Delivery,y,True
Customer590,Female,22.0,47.0,76953.0,Asian Delight,Frappe,2.0,18,Debit Card,2.4,Student,2,Evening,Takeaway,y,False
Customer591,Female,23.0,24.0,101179.0,Asian Delight,Barista Drinks,7.0,107,Debit Card,3.0,Employee,12,Night,Takeaway,y,True
Customer592,Female,28.0,25.0,87062.0,Western Food,Kopi Susu Lokal,7.0,79,Credit Card,3.5,Employee,12,Afternoon,Delivery,y,False
Customer593,Male,23.0,36.0,105318.0,Western Food,Barista Drinks,30.0,57,Debit Card,3.7,Employee,2,Evening,Takeaway,y,True
Customer594,Female,38.0,24.0,42201.0,Spaghetti,Yakult,10.0,68,Debit Card,3.7,Entrepreneur,16,Morning,Delivery,y,True
Customer595,Male,25.0,8.0,116304.0,Spaghetti,Mocktail,22.0,107,Cash,2.6,Retired,2,Morning,Delivery,y,False
Customer596,Male,48.0,22.0,135420.0,Snacks,Classic Coffee,18.0,22,Debit Card,3.9,Freelancer,0,Evening,Takeaway,y,True
Customer597,Male,28.0,28.0,128998.0,Asian Delight,Frappe,27.0,93,Credit Card,4.5,Employee,18,Night,Delivery,y,False
Customer598,Female,50.0,12.0,144473.0,Salad & Soup,Classic Coffee,29.0,29,Debit Card,2.2,Freelancer,20,Morning,Takeaway,y,True
Customer599,Male,42.0,34.0,83593.0,Pizza,Juices,29.0,14,Cash,4.3,Student,20,Night,Dine-in,y,False
Customer600,Female,19.0,24.0,104403.0,Western Food,Others,22.0,89,Cash,3.6,Student,20,Morning,Takeaway,y,False
Customer601,Male,23.0,33.0,101085.0,Salad & Soup,Juices,25.0,62,Cash,2.8,Retired,14,Night,Dine-in,y,False
Customer602,Female,19.0,44.0,90460.0,Burgers & Sandwiches,Barista Drinks,19.0,96,Credit Card,1.6,Employee,17,Evening,Dine-in,y,False
Customer603,Male,46.0,23.0,61822.0,Burgers & Sandwiches,Barista Drinks,24.0,29,Debit Card,3.5,Entrepreneur,5,Afternoon,Delivery,y,False
Customer604,Female,31.0,13.0,39152.0,Snacks,Classic Coffee,26.0,30,Cash,1.3,Employee,6,Evening,Takeaway,y,True
Customer605,Female,40.0,15.0,40826.0,Rice Bowl,Barista Drinks,28.0,16,Credit Card,3.7,Student,6,Afternoon,Takeaway,y,True
Customer606,Male,32.0,32.0,28862.0,Snacks,Others,24.0,73,Debit Card,5.0,Freelancer,8,Morning,Delivery,y,True
Customer607,Female,24.0,43.0,34980.0,Burgers & Sandwiches,Frappe,1.0,57,Credit Card,3.2,Entrepreneur,10,Afternoon,Takeaway,y,True
Customer608,Male,18.0,4.0,42222.0,Burgers & Sandwiches,Barista Drinks,1.0,16,Cash,2.9,Freelancer,18,Morning,Delivery,y,True
Customer609,Female,37.0,38.0,55179.0,Spaghetti,Others,19.0,69,Credit Card,2.6,Entrepreneur,17,Evening,Takeaway,y,False
Customer610,Male,23.0,34.0,27160.0,Rice Bowl,Barista Drinks,11.0,112,Credit Card,3.0,Student,8,Morning,Delivery,y,True
Customer611,Male,52.0,28.0,99073.0,Snacks,Classic Coffee,6.0,72,Debit Card,3.7,Entrepreneur,7,Evening,Delivery,y,False
Customer612,Male,57.0,48.0,126251.0,Western Food,Classic Coffee,30.0,38,Cash,2.8,Entrepreneur,8,Afternoon,Takeaway,y,False
Customer613,Female,36.0,50.0,128079.0,Pizza,Classic Coffee,6.0,55,Cash,3.4,Student,5,Afternoon,Dine-in,y,True
Customer614,Male,51.0,49.0,63118.0,Rice Bowl,Manual Brew,30.0,113,Debit Card,2.3,Freelancer,5,Evening,Takeaway,y,False
Customer615,Male,18.0,40.0,149082.0,Burgers & Sandwiches,Mocktail,18.0,46,Cash,4.4,Retired,2,Afternoon,Takeaway,y,False
Customer616,Male,18.0,15.0,49306.0,Spaghetti,Yakult,13.0,60,Credit Card,1.2,Entrepreneur,7,Afternoon,Delivery,y,False
Customer617,Female,27.0,25.0,39902.0,Spaghetti,Mocktail,18.0,23,E-Wallet,1.9,Entrepreneur,12,Evening,Takeaway,y,False
Customer618,Male,34.0,14.0,142736.0,Pizza,Juices,29.0,64,E-Wallet,2.7,Retired,3,Afternoon,Delivery,y,False
Customer619,Female,51.0,9.0,145863.0,Burgers & Sandwiches,Barista Drinks,20.0,14,E-Wallet,1.0,Student,1,Morning,Takeaway,y,False
Customer620,Male,35.0,49.0,98517.0,Asian Delight,Manual Brew,8.0,77,Cash,2.8,Entrepreneur,5,Night,Dine-in,y,False
Customer621,Female,55.0,20.0,135786.0,Rice Bowl,Yakult,20.0,34,Debit Card,4.4,Entrepreneur,0,Morning,Delivery,y,True
Customer622,Female,49.0,14.0,112573.0,Snacks,Kopi Susu Lokal,24.0,93,Credit Card,4.3,Employee,19,Night,Delivery,y,False
Customer623,Male,27.0,32.0,135608.0,Asian Delight,Others,14.0,39,Cash,4.6,Freelancer,19,Morning,Dine-in,y,True
Customer624,Male,27.0,14.0,106935.0,Spaghetti,Barista Drinks,26.0,84,E-Wallet,1.8,Student,17,Night,Takeaway,y,False
Customer625,Male,44.0,47.0,45815.0,Snacks,Smoothies,18.0,79,Credit Card,2.7,Student,8,Evening,Takeaway,y,True
Customer626,Male,40.0,33.0,95674.0,Snacks,Classic Coffee,23.0,10,Credit Card,1.4,Employee,8,Night,Delivery,y,True
Customer627,Male,48.0,49.0,64044.0,Salad & Soup,Others,9.0,97,Cash,2.1,Employee,16,Night,Delivery,y,True
Customer628,Male,40.0,3.0,38540.0,Asian Delight,Smoothies,24.0,70,Credit Card,1.2,Student,16,Morning,Dine-in,y,False
Customer629,Male,59.0,37.0,30549.0,Western Food,Barista Drinks,1.0,98,E-Wallet,1.1,Employee,11,Morning,Delivery,y,True
Customer630,Female,20.0,28.0,79416.0,Rice Bowl,Manual Brew,12.0,45,Cash,3.3,Entrepreneur,9,Night,Delivery,y,False
Customer631,Male,30.0,48.0,95349.0,Spaghetti,Kopi Susu Lokal,3.0,62,Cash,1.2,Retired,10,Afternoon,Delivery,y,False
Customer632,Male,22.0,12.0,33234.0,Salad & Soup,Smoothies,20.0,55,E-Wallet,4.0,Retired,19,Evening,Delivery,y,True
Customer633,Female,49.0,39.0,58781.0,Spaghetti,Others,28.0,69,Debit Card,1.8,Entrepreneur,3,Evening,Delivery,y,False
Customer634,Male,60.0,6.0,49534.0,Spaghetti,Classic Coffee,25.0,75,Credit Card,3.8,Employee,1,Evening,Delivery,y,True
Customer635,Male,23.0,2.0,82305.0,Asian Delight,Frappe,11.0,32,Credit Card,1.9,Freelancer,6,Afternoon,Dine-in,y,False
Customer636,Male,20.0,30.0,72852.0,Rice Bowl,Kopi Susu Lokal,9.0,14,E-Wallet,1.1,Retired,17,Evening,Takeaway,y,True
Customer637,Male,52.0,15.0,48278.0,Spaghetti,Yakult,12.0,31,E-Wallet,4.6,Freelancer,5,Night,Dine-in,y,False
Customer638,Female,26.0,42.0,113476.0,Pizza,Frappe,26.0,78,Debit Card,1.3,Entrepreneur,18,Night,Dine-in,y,True
Customer639,Female,18.0,2.0,95183.0,Rice Bowl,Kopi Susu Lokal,29.0,118,Cash,1.2,Student,7,Evening,Delivery,y,True
Customer640,Male,28.0,26.0,105381.0,Asian Delight,Juices,19.0,112,Credit Card,1.2,Entrepreneur,2,Evening,Takeaway,y,False
Customer641,Male,36.0,9.0,133459.0,Asian Delight,Frappe,28.0,108,Credit Card,4.3,Entrepreneur,4,Morning,Delivery,y,True
Customer642,Female,32.0,5.0,28284.0,Rice Bowl,Smoothies,3.0,95,Credit Card,1.7,Retired,1,Night,Takeaway,y,False
Customer643,Male,24.0,13.0,47113.0,Rice Bowl,Yakult,7.0,14,E-Wallet,4.3,Retired,8,Night,Delivery,y,True
Customer644,Female,29.0,50.0,122398.0,Spaghetti,Yakult,12.0,120,Debit Card,3.1,Student,10,Afternoon,Takeaway,y,True
Customer645,Female,58.0,1.0,83440.0,Asian Delight,Others,12.0,105,Cash,4.5,Entrepreneur,6,Evening,Takeaway,y,True
Customer646,Male,23.0,29.0,93828.0,Snacks,Barista Drinks,19.0,50,Credit Card,1.8,Retired,14,Morning,Takeaway,y,False
Customer647,Female,39.0,3.0,108750.0,Asian Delight,Mocktail,20.0,111,Credit Card,4.8,Retired,19,Night,Dine-in,y,False
Customer648,Male,40.0,43.0,47002.0,Snacks,Yakult,15.0,21,E-Wallet,3.2,Employee,3,Afternoon,Delivery,y,False
Customer649,Male,49.0,21.0,105430.0,Spaghetti,Frappe,29.0,31,E-Wallet,4.7,Freelancer,15,Evening,Takeaway,y,False
Customer650,Female,51.0,37.0,62021.0,Burgers & Sandwiches,Mocktail,4.0,59,Cash,3.6,Retired,20,Evening,Dine-in,y,False
Customer651,Male,56.0,20.0,134966.0,Western Food,Kopi Susu Lokal,7.0,100,E-Wallet,1.8,Freelancer,0,Night,Delivery,y,False
Customer652,Female,51.0,50.0,33478.0,Rice Bowl,Juices,25.0,74,E-Wallet,4.9,Employee,13,Afternoon,Delivery,y,False
Customer653,Female,19.0,27.0,25246.0,Western Food,Classic Coffee,6.0,56,Cash,3.6,Entrepreneur,1,Afternoon,Takeaway,y,False
Customer654,Female,34.0,2.0,145413.0,Snacks,Juices,28.0,59,Debit Card,4.0,Entrepreneur,11,Night,Takeaway,y,False
Customer655,Female,45.0,8.0,60165.0,Pizza,Frappe,18.0,54,Credit Card,2.3,Employee,18,Morning,Dine-in,y,False
Customer656,Male,48.0,43.0,117518.0,Western Food,Kopi Susu Lokal,13.0,110,Cash,4.6,Student,0,Afternoon,Takeaway,y,False
Customer657,Female,35.0,4.0,117634.0,Spaghetti,Barista Drinks,1.0,25,Cash,3.7,Student,3,Night,Delivery,y,False
Customer658,Male,26.0,37.0,105594.0,Pizza,Classic Coffee,25.0,29,Credit Card,4.8,Retired,20,Evening,Dine-in,y,False
Customer659,Male,21.0,48.0,76143.0,Snacks,Manual Brew,26.0,65,Debit Card,2.8,Entrepreneur,2,Evening,Delivery,y,True
Customer660,Male,24.0,35.0,20650.0,Western Food,Frappe,10.0,103,Debit Card,3.0,Retired,5,Evening,Takeaway,y,True
Customer661,Female,54.0,7.0,21246.0,Spaghetti,Mocktail,14.0,76,Debit Card,3.2,Freelancer,18,Morning,Dine-in,y,False
Customer662,Female,56.0,6.0,97928.0,Spaghetti,Manual Brew,21.0,16,Cash,2.1,Employee,5,Night,Dine-in,y,True
Customer663,Female,28.0,32.0,135037.0,Snacks,Juices,4.0,47,Credit Card,1.3,Retired,5,Afternoon,Takeaway,y,False
Customer664,Female,36.0,7.0,139042.0,Western Food,Mocktail,19.0,18,Cash,1.5,Freelancer,2,Evening,Dine-in,y,True
Customer665,Male,50.0,9.0,46762.0,Spaghetti,Juices,19.0,104,Credit Card,1.1,Employee,7,Morning,Dine-in,y,True
Customer666,Female,26.0,41.0,125075.0,Western Food,Classic Coffee,1.0,105,Cash,1.2,Student,8,Afternoon,Takeaway,y,False
Customer667,Female,22.0,18.0,138238.0,Asian Delight,Others,12.0,96,Debit Card,4.4,Retired,2,Evening,Dine-in,y,True
Customer668,Female,27.0,48.0,121845.0,Salad & Soup,Smoothies,26.0,77,Cash,3.8,Freelancer,16,Morning,Takeaway,y,True
Customer669,Male,19.0,46.0,147077.0,Snacks,Yakult,1.0,32,Cash,2.0,Retired,16,Night,Delivery,y,True
Customer670,Male,60.0,22.0,20421.0,Spaghetti,Barista Drinks,18.0,84,Cash,4.2,Entrepreneur,7,Morning,Takeaway,y,True
Customer671,Female,38.0,16.0,51557.0,Snacks,Kopi Susu Lokal,27.0,30,E-Wallet,4.4,Student,20,Afternoon,Delivery,y,True
Customer672,Male,20.0,30.0,140669.0,Snacks,Manual Brew,7.0,86,E-Wallet,1.9,Entrepreneur,4,Morning,Takeaway,y,False
Customer673,Male,46.0,41.0,37096.0,Snacks,Barista Drinks,12.0,56,Credit Card,2.6,Retired,5,Night,Dine-in,y,False
Customer674,Female,47.0,19.0,128570.0,Salad & Soup,Barista Drinks,18.0,86,Debit Card,3.8,Student,9,Afternoon,Delivery,y,False
Customer675,Female,38.0,18.0,67295.0,Salad & Soup,Frappe,13.0,117,Credit Card,2.8,Retired,11,Evening,Delivery,y,True
Customer676,Male,42.0,29.0,90575.0,Salad & Soup,Yakult,1.0,53,Cash,4.7,Freelancer,12,Night,Dine-in,y,False
Customer677,Female,59.0,33.0,109711.0,Snacks,Kopi Susu Lokal,3.0,81,E-Wallet,3.4,Student,15,Afternoon,Takeaway,y,True
Customer678,Female,18.0,13.0,53247.0,Burgers & Sandwiches,Mocktail,27.0,92,Cash,3.9,Student,17,Morning,Delivery,y,False
Customer679,Female,25.0,2.0,53564.0,Spaghetti,Barista Drinks,11.0,60,Debit Card,1.5,Employee,12,Afternoon,Delivery,y,True
Customer680,Female,34.0,12.0,23228.0,Asian Delight,Yakult,10.0,90,Debit Card,4.2,Entrepreneur,6,Night,Takeaway,y,False
Customer681,Female,44.0,6.0,70617.0,Snacks,Classic Coffee,1.0,55,Debit Card,2.0,Student,17,Night,Delivery,y,True
Customer682,Male,20.0,25.0,83658.0,Rice Bowl,Classic Coffee,9.0,63,E-Wallet,1.8,Freelancer,16,Night,Delivery,y,False
Customer683,Male,24.0,27.0,55081.0,Spaghetti,Mocktail,18.0,58,Debit Card,5.0,Retired,1,Afternoon,Dine-in,y,True
Customer684,Female,55.0,49.0,135351.0,Rice Bowl,Frappe,18.0,68,Cash,4.0,Entrepreneur,13,Evening,Takeaway,y,False
Customer685,Male,27.0,35.0,102406.0,Burgers & Sandwiches,Kopi Susu Lokal,17.0,94,Debit Card,1.1,Employee,7,Afternoon,Dine-in,y,True
Customer686,Male,35.0,39.0,80847.0,Pizza,Yakult,19.0,26,Credit Card,3.7,Entrepreneur,0,Afternoon,Dine-in,y,False
Customer687,Male,27.0,7.0,128251.0,Spaghetti,Classic Coffee,18.0,65,Cash,4.6,Entrepreneur,14,Night,Dine-in,y,True
Customer688,Male,38.0,11.0,130799.0,Rice Bowl,Juices,3.0,24,E-Wallet,1.9,Entrepreneur,18,Morning,Takeaway,y,False
Customer689,Male,45.0,46.0,30368.0,Pizza,Smoothies,20.0,35,E-Wallet,3.7,Entrepreneur,5,Morning,Dine-in,y,False
Customer690,Male,50.0,20.0,22668.0,Spaghetti,Juices,6.0,103,Credit Card,3.6,Employee,8,Night,Takeaway,y,False
Customer691,Female,45.0,32.0,67400.0,Spaghetti,Yakult,21.0,88,Debit Card,4.0,Retired,16,Morning,Delivery,y,False
Customer692,Female,50.0,6.0,118665.0,Rice Bowl,Barista Drinks,15.0,83,Debit Card,4.5,Retired,8,Morning,Delivery,y,True
Customer693,Female,58.0,10.0,72613.0,Pizza,Kopi Susu Lokal,25.0,105,E-Wallet,3.4,Entrepreneur,10,Evening,Takeaway,y,False
Customer694,Male,39.0,39.0,76852.0,Western Food,Kopi Susu Lokal,12.0,103,E-Wallet,4.8,Freelancer,6,Afternoon,Delivery,y,True
Customer695,Male,46.0,37.0,122502.0,Rice Bowl,Kopi Susu Lokal,2.0,81,Cash,2.0,Student,7,Afternoon,Delivery,y,True
Customer696,Female,22.0,42.0,131524.0,Spaghetti,Kopi Susu Lokal,9.0,51,Cash,3.6,Employee,5,Night,Delivery,y,False
Customer697,Female,40.0,49.0,26162.0,Rice Bowl,Juices,20.0,35,Credit Card,3.8,Employee,20,Afternoon,Delivery,y,False
Customer698,Female,35.0,4.0,120636.0,Snacks,Yakult,9.0,113,Debit Card,1.2,Entrepreneur,15,Evening,Takeaway,y,True
Customer699,Male,29.0,40.0,60867.0,Salad & Soup,Mocktail,20.0,74,E-Wallet,4.6,Employee,20,Afternoon,Delivery,y,True
Customer700,Male,43.0,44.0,104574.0,Spaghetti,Mocktail,19.0,110,Credit Card,3.4,Retired,13,Evening,Takeaway,y,False
Customer701,Male,57.0,13.0,22417.0,Asian Delight,Frappe,5.0,62,E-Wallet,1.9,Freelancer,1,Evening,Dine-in,y,True
Customer702,Female,55.0,13.0,73577.0,Rice Bowl,Mocktail,11.0,101,E-Wallet,4.3,Freelancer,10,Night,Delivery,y,True
Customer703,Female,34.0,20.0,59012.0,Spaghetti,Smoothies,13.0,45,Debit Card,3.6,Employee,13,Morning,Delivery,y,True
Customer704,Male,48.0,8.0,130076.0,Asian Delight,Mocktail,4.0,41,E-Wallet,2.0,Student,4,Afternoon,Delivery,y,False
Customer705,Female,24.0,20.0,140216.0,Salad & Soup,Juices,28.0,76,Debit Card,1.6,Freelancer,13,Afternoon,Takeaway,y,True
Customer706,Female,53.0,3.0,114564.0,Western Food,Others,28.0,89,Credit Card,5.0,Entrepreneur,7,Evening,Delivery,y,False
Customer707,Male,34.0,5.0,41265.0,Western Food,Manual Brew,29.0,10,Cash,4.6,Student,20,Night,Takeaway,y,False
Customer708,Female,30.0,47.0,108766.0,Salad & Soup,Barista Drinks,1.0,15,Credit Card,2.5,Student,17,Morning,Dine-in,y,True
Customer709,Male,59.0,33.0,39920.0,Western Food,Classic Coffee,26.0,17,Credit Card,2.7,Employee,11,Afternoon,Dine-in,y,False
Customer710,Female,28.0,17.0,123730.0,Asian Delight,Barista Drinks,4.0,64,E-Wallet,1.1,Employee,0,Evening,Delivery,y,False
Customer711,Male,42.0,42.0,133873.0,Burgers & Sandwiches,Mocktail,9.0,74,Debit Card,1.6,Entrepreneur,16,Night,Takeaway,y,True
Customer712,Female,19.0,18.0,115758.0,Salad & Soup,Yakult,20.0,40,Debit Card,1.4,Student,11,Night,Dine-in,y,False
Customer713,Female,18.0,20.0,147496.0,Pizza,Smoothies,28.0,11,Credit Card,1.1,Student,4,Afternoon,Delivery,y,False
Customer714,Female,21.0,31.0,43596.0,Burgers & Sandwiches,Others,2.0,44,Debit Card,4.7,Employee,15,Afternoon,Delivery,y,False
Customer715,Male,40.0,16.0,52646.0,Snacks,Kopi Susu Lokal,28.0,116,Credit Card,2.3,Freelancer,16,Night,Dine-in,y,False
Customer716,Male,22.0,28.0,135694.0,Burgers & Sandwiches,Frappe,23.0,78,Cash,4.8,Entrepreneur,4,Morning,Delivery,y,False
Customer717,Male,22.0,10.0,48771.0,Pizza,Manual Brew,24.0,79,Debit Card,2.6,Entrepreneur,18,Evening,Takeaway,y,True
Customer718,Male,33.0,41.0,115657.0,Rice Bowl,Mocktail,29.0,119,Cash,4.2,Employee,7,Night,Delivery,y,True
Customer719,Male,54.0,27.0,61700.0,Salad & Soup,Classic Coffee,18.0,81,Credit Card,2.7,Student,17,Evening,Delivery,y,False
Customer720,Male,40.0,25.0,98682.0,Asian Delight,Smoothies,14.0,112,Debit Card,3.2,Freelancer,4,Evening,Delivery,y,False
Customer721,Male,20.0,16.0,117048.0,Salad & Soup,Frappe,19.0,119,Cash,1.8,Retired,16,Night,Takeaway,y,False
Customer722,Female,45.0,29.0,55956.0,Burgers & Sandwiches,Kopi Susu Lokal,13.0,86,Cash,1.5,Entrepreneur,0,Evening,Takeaway,y,False
Customer723,Female,34.0,45.0,143765.0,Spaghetti,Juices,30.0,45,Debit Card,3.3,Retired,2,Evening,Dine-in,y,False
Customer724,Male,44.0,48.0,40792.0,Spaghetti,Frappe,15.0,119,Cash,2.1,Student,13,Night,Takeaway,y,True
Customer725,Male,31.0,1.0,21116.0,Snacks,Manual Brew,2.0,67,Cash,3.9,Entrepreneur,4,Afternoon,Delivery,y,True
Customer726,Female,33.0,42.0,65503.0,Rice Bowl,Mocktail,1.0,103,Credit Card,2.5,Employee,7,Night,Takeaway,y,False
Customer727,Female,38.0,28.0,139423.0,Spaghetti,Others,21.0,11,Cash,2.4,Retired,15,Morning,Delivery,y,False
Customer728,Male,32.0,4.0,39372.0,Rice Bowl,Classic Coffee,7.0,66,Credit Card,2.0,Freelancer,2,Night,Delivery,y,True
Customer729,Female,46.0,48.0,33840.0,Salad & Soup,Manual Brew,18.0,58,Debit Card,4.7,Entrepreneur,8,Evening,Dine-in,y,True
Customer730,Female,58.0,42.0,46892.0,Spaghetti,Juices,11.0,115,Credit Card,4.9,Freelancer,10,Night,Dine-in,y,False
Customer731,Male,25.0,14.0,143904.0,Western Food,Mocktail,14.0,111,E-Wallet,4.2,Retired,4,Morning,Delivery,y,False
Customer732,Female,34.0,22.0,34575.0,Spaghetti,Juices,11.0,60,Cash,4.5,Student,12,Evening,Delivery,y,True
Customer733,Male,29.0,16.0,116544.0,Burgers & Sandwiches,Others,10.0,79,E-Wallet,4.2,Freelancer,19,Night,Takeaway,y,False
Customer734,Male,40.0,15.0,64781.0,Pizza,Yakult,22.0,109,Debit Card,3.3,Entrepreneur,20,Afternoon,Dine-in,y,True
Customer735,Female,50.0,2.0,136561.0,Salad & Soup,Juices,8.0,74,Debit Card,2.3,Entrepreneur,4,Evening,Delivery,y,False
Customer736,Female,60.0,40.0,125385.0,Burgers & Sandwiches,Yakult,24.0,59,Cash,3.8,Freelancer,2,Morning,Delivery,y,True
Customer737,Female,20.0,30.0,137948.0,Western Food,Frappe,6.0,120,E-Wallet,2.8,Freelancer,6,Morning,Takeaway,y,True
Customer738,Male,46.0,15.0,47759.0,Salad & Soup,Frappe,12.0,88,Credit Card,2.3,Freelancer,19,Afternoon,Takeaway,y,False
Customer739,Male,57.0,44.0,131095.0,Snacks,Classic Coffee,7.0,119,Credit Card,5.0,Retired,1,Afternoon,Dine-in,y,False
Customer740,Female,26.0,30.0,147692.0,Spaghetti,Classic Coffee,8.0,107,Debit Card,2.2,Entrepreneur,12,Morning,Dine-in,y,False
Customer741,Male,59.0,11.0,90953.0,Snacks,Frappe,6.0,89,Cash,2.1,Retired,11,Night,Takeaway,y,False
Customer742,Female,52.0,10.0,135624.0,Rice Bowl,Juices,8.0,117,Cash,3.7,Employee,14,Afternoon,Takeaway,y,True
Customer743,Female,25.0,38.0,99026.0,Western Food,Juices,3.0,78,E-Wallet,4.3,Employee,0,Evening,Takeaway,y,False
Customer744,Male,28.0,31.0,100175.0,Western Food,Others,1.0,20,Cash,2.6,Student,16,Morning,Takeaway,y,False
Customer745,Male,46.0,17.0,112834.0,Salad & Soup,Juices,19.0,62,Debit Card,3.5,Retired,1,Night,Delivery,y,False
Customer746,Female,58.0,40.0,53013.0,Western Food,Classic Coffee,4.0,70,E-Wallet,1.2,Retired,2,Evening,Takeaway,y,False
Customer747,Male,57.0,35.0,124572.0,Asian Delight,Mocktail,25.0,65,Credit Card,4.2,Student,17,Evening,Delivery,y,False
Customer748,Male,21.0,34.0,97033.0,Burgers & Sandwiches,Smoothies,2.0,111,E-Wallet,4.9,Entrepreneur,15,Night,Delivery,y,False
Customer749,Female,34.0,45.0,78690.0,Asian Delight,Barista Drinks,5.0,10,Cash,4.5,Freelancer,20,Evening,Dine-in,y,False
Customer750,Female,51.0,12.0,115318.0,Snacks,Classic Coffee,26.0,55,Cash,1.7,Student,2,Night,Dine-in,y,True
Customer751,Female,47.0,14.0,64042.0,Salad & Soup,Frappe,7.0,69,E-Wallet,5.0,Employee,18,Night,Delivery,y,True
Customer752,Male,34.0,50.0,143291.0,Western Food,Juices,12.0,58,Cash,4.8,Entrepreneur,5,Night,Delivery,y,False
Customer753,Female,26.0,2.0,34755.0,Pizza,Kopi Susu Lokal,9.0,61,E-Wallet,3.7,Employee,5,Evening,Delivery,y,True
Customer754,Male,55.0,7.0,127220.0,Snacks,Yakult,13.0,89,Debit Card,4.2,Entrepreneur,13,Evening,Takeaway,y,False
Customer755,Male,47.0,16.0,63205.0,Snacks,Manual Brew,17.0,28,Cash,4.2,Employee,5,Afternoon,Dine-in,y,False
Customer756,Female,43.0,39.0,23229.0,Snacks,Barista Drinks,15.0,53,E-Wallet,1.2,Entrepreneur,5,Afternoon,Delivery,y,True
Customer757,Male,59.0,29.0,132911.0,Western Food,Barista Drinks,21.0,46,Cash,1.3,Employee,20,Afternoon,Takeaway,y,True
Customer758,Male,55.0,27.0,130379.0,Pizza,Yakult,14.0,103,Cash,2.4,Entrepreneur,2,Afternoon,Dine-in,y,False
Customer759,Female,57.0,35.0,147747.0,Burgers & Sandwiches,Frappe,23.0,28,Debit Card,4.0,Student,14,Morning,Dine-in,y,True
Customer760,Male,60.0,12.0,33365.0,Salad & Soup,Others,28.0,120,E-Wallet,1.4,Employee,17,Morning,Dine-in,y,True
Customer761,Female,38.0,13.0,131478.0,Western Food,Frappe,6.0,40,Cash,2.6,Employee,18,Night,Takeaway,y,True
Customer762,Female,22.0,13.0,121826.0,Asian Delight,Frappe,11.0,55,E-Wallet,4.5,Employee,15,Afternoon,Takeaway,y,False
Customer763,Male,48.0,3.0,119294.0,Rice Bowl,Classic Coffee,19.0,85,Debit Card,2.1,Freelancer,3,Afternoon,Delivery,y,True
Customer764,Male,39.0,10.0,140023.0,Salad & Soup,Frappe,22.0,112,Debit Card,1.5,Retired,18,Night,Takeaway,y,True
Customer765,Female,34.0,38.0,53535.0,Pizza,Yakult,18.0,29,E-Wallet,2.2,Student,10,Afternoon,Dine-in,y,False
Customer766,Male,56.0,35.0,89887.0,Rice Bowl,Frappe,19.0,103,Debit Card,4.4,Student,13,Afternoon,Dine-in,y,False
Customer767,Male,35.0,36.0,107787.0,Burgers & Sandwiches,Classic Coffee,12.0,18,Cash,4.7,Entrepreneur,1,Morning,Takeaway,y,True
Customer768,Male,53.0,34.0,74590.0,Snacks,Frappe,23.0,48,E-Wallet,3.0,Entrepreneur,15,Morning,Takeaway,y,True
Customer769,Male,22.0,43.0,123256.0,Asian Delight,Mocktail,17.0,56,Cash,2.2,Entrepreneur,20,Evening,Takeaway,y,True
Customer770,Female,49.0,5.0,94701.0,Rice Bowl,Mocktail,13.0,63,Debit Card,1.5,Entrepreneur,19,Night,Dine-in,y,False
Customer771,Male,36.0,46.0,109089.0,Spaghetti,Others,7.0,107,Debit Card,3.7,Student,14,Afternoon,Takeaway,y,False
Customer772,Male,33.0,20.0,117540.0,Spaghetti,Yakult,18.0,74,Cash,1.4,Freelancer,10,Morning,Dine-in,y,True
Customer773,Female,48.0,29.0,58061.0,Snacks,Yakult,29.0,53,Debit Card,4.2,Employee,1,Afternoon,Delivery,y,True
Customer774,Male,25.0,45.0,131376.0,Asian Delight,Frappe,6.0,21,E-Wallet,3.6,Student,15,Afternoon,Takeaway,y,False
Customer775,Female,50.0,45.0,120054.0,Burgers & Sandwiches,Classic Coffee,26.0,54,Credit Card,1.7,Student,12,Morning,Delivery,y,True
Customer776,Female,42.0,31.0,61639.0,Burgers & Sandwiches,Yakult,9.0,115,Cash,3.4,Freelancer,7,Night,Delivery,y,False
